,State_FIPS_Code,Name,State_Abbreviation,Year,Annual_Federal_Minimum,Annual_State_Minimum,Annual_Federal_Average,Annual_State_Average,Annual_Federal_Maximum,Annual_State_Maximum
0,2,Alaska,AK,1974,2.0,2.5,2.0,2.5,2.0,2.5
1,2,Alaska,AK,1975,2.1,2.5999999046325684,2.100000000000014,2.5999999046325684,2.1,2.5999999046325684
2,2,Alaska,AK,1976,2.3000000000000003,2.799999952316284,2.299999999999987,2.799999952316284,2.3000000000000003,2.799999952316284
3,2,Alaska,AK,1977,2.3000000000000003,2.799999952316284,2.2999999999999874,2.799999952316284,2.3000000000000003,2.799999952316284
4,2,Alaska,AK,1978,2.65,2.799999952316284,2.6499999999999844,3.0934247970581055,2.65,3.1500000953674316
5,2,Alaska,AK,1979,2.9,3.4000000953674316,2.8999999999999875,3.4000000953674316,2.9,3.4000000953674316
6,2,Alaska,AK,1980,3.1,3.5999999046325684,3.1000000000000054,3.5999999046325684,3.1,3.5999999046325684
7,2,Alaska,AK,1981,3.35,3.8499999046325684,3.3499999999999988,3.8499999046325684,3.35,3.8499999046325684
8,2,Alaska,AK,1982,3.35,3.8499999046325684,3.3499999999999988,3.8499999046325684,3.35,3.8499999046325684
9,2,Alaska,AK,1983,3.35,3.8499999046325684,3.3499999999999988,3.8499999046325684,3.35,3.8499999046325684
10,2,Alaska,AK,1984,3.35,3.8499999046325684,3.3499999999999983,3.8499999046325684,3.35,3.8499999046325684
11,2,Alaska,AK,1985,3.35,3.8499999046325684,3.3499999999999988,3.8499999046325684,3.35,3.8499999046325684
12,2,Alaska,AK,1986,3.35,3.8499999046325684,3.3499999999999988,3.8499999046325684,3.35,3.8499999046325684
13,2,Alaska,AK,1987,3.35,3.8499999046325684,3.3499999999999988,3.8499999046325684,3.35,3.8499999046325684
14,2,Alaska,AK,1988,3.35,3.8499999046325684,3.3499999999999983,3.8499999046325684,3.35,3.8499999046325684
15,2,Alaska,AK,1989,3.35,3.8499999046325684,3.3499999999999988,3.8499999046325684,3.35,3.8499999046325684
16,2,Alaska,AK,1990,3.35,3.8499999046325684,3.6890410958903854,4.1890411376953125,3.8000000000000003,4.300000190734863
17,2,Alaska,AK,1991,3.8000000000000003,4.300000190734863,4.139041095890412,4.639040946960449,4.25,4.75
